Workflow Name,Block Type,Block Name,Block Duration,Block Assignees,Block Logic Name,Block Logic Condition,Form Name,Form Section,Form Section Logic Name,Form Section Logic Condition,Question Type,Question ID,Question Title,Question Description,Question Logic Name,Question Logic Condition,Question Core Data
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,Core data,newPurchaseRequestV02-Legal Security & Technology information-question-6,Service category,Pick the category that matches the product or service you're looking to onboard. Consult the [Wiki page here](https://transferwise.atlassian.net/wiki/spaces/TPM/pages/3775780861/Spend+Categories?atlOrigin=eyJpIjoiZDVkYWI2NTM2NDk2NDU2YjhhZDcyN2IwMmM1Mzg1YzQiLCJwIjoiYyJ9) for further descriptions on the categories. Example 1: Adobe Creative = Software and Tools > Marketing Software and ToolingExample 2: Slack = Software & Tools > Communication & Collaboration SaaS,,,91140b22-a9ac-4098-86a7-3c07c6250721
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,longText,productDescription,Service Description,Summarise the service you intend to purchase. This will assist us in understanding your requirements efficiently and expediting the review process.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,Checkbox,mainAssessmentBanking-MainAssessmentSection1-question-7,Please select all relevant sub-functions that link to the service category:,,,,
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,Radio group,mainAssessmentBankingQuestion1,What is the estimated annual volume of funds moved?,Please select the bracket indicating the annual estimated movement of funds,,,
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,Core data,mainAssessmentBankingQuestion2,Please select all the currencies in which the banking service operates for Wise.,Please select all applicable currencies.,,,23cc210b-1946-4452-9d05-00e5dbdc43be
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,Radio group,mainAssessmentBankingQuestion4,On which license type is this arrangement based?,Please select the correct licensing type,,,
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,dropdown,buyerLegalEntity,Which Wise Entity is the contracting party?,,,,subsidiaries
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,Country,mainAssessmentBankingQuestion8,Please provide a detailed list of all geographic locations including cities and countries where the third party will actively perform the contracted services.,Please provide a detailed list of all countries where the third party will actively perform the contracted services for Wise.,,,
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,Admin,,,Long text,mainAssessmentBanking-MainAssessmentSection1-question-8,Please include the specific cities where the services will be performed if available.,,,,
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,InfoSec and Privacy,,,Radio group,mainAssessmentBankingQuestion9,What is the highest classification of data the third party will be processing or performing transactions on?,"Please provide a detailed description of the data being shared in the notes.If the third party supplies only contingent workers who exclusively use Wise laptops and systems you may select ""No Data Shared.""For further guidance please refer to the Information Classification instructions available at: [Link](https://transferwise.atlassian.net/wiki/spaces/SEC/pages/2685371380/Group+Instruction+-+Information+Classification)",,,
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,InfoSec and Privacy,,,Long text,mainAssessmentBanking-MainAssessmentSection2-question-8,Please add comments:,Please provide a detailed description of the data being shared in the notes.,,"{""key"":0,""type"":""OR"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion9"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Secret""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion9"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Public""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion9"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Confidential""}},{""key"":3,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion9"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Internal""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,InfoSec and Privacy,,,Radio group,mainAssessmentBankingQuestion10,Will the third party process or perform transactions on Personal Data or other types of non-public Wise data?,Processing is a broad term that encompasses various activities whether done manually or through automation highlighting the need for careful data management at every step.Please see a full explanation of Processing [here](https://transferwise.atlassian.net/wiki/spaces/PKS/pages/3674715436/What+is+processing).Personal data is any information relating to an identified or identifiable person.Please see a full explanation of Personal Data [here](https://transferwise.atlassian.net/wiki/spaces/PKS/pages/3495500098/What+is+Personal+Data). Includes explanation of Special Category Data (also known as sensitive data) (SCD).,,"{""key"":0,""type"":""AND"",""items"":[{""key"":2,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion9"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Public""}},{""key"":3,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion9"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""No data shared""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,InfoSec and Privacy,,,Radio group,mainAssessmentBankingQuestion12,Please select the volume of Wiser Personal Data shared annually.,Please provide an estimate of the total volume of Personal Data that will be shared annually.,,"{""key"":0,""type"":""OR"",""items"":[{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion10"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Both""}},{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion10"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Personal Data""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,InfoSec and Privacy,,,Radio group,mainAssessmentBankingQuestion13,Will the third party process any Wiser Personal Data other than business contact details such as name business email physical address and IP (contact details)?,A third party Processing contact details to deliver office equipment or to give Wisers access to ICT services is an administrative function. If third party has to Process additional Personal Data and SCD to deliver Services then this may be high risk Processing.,,"{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion12"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Under 500""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion12"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""500 - 3K""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion12"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Over 3K""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,InfoSec and Privacy,,,Radio group,mainAssessmentBankingQuestion11,Please select the volume of Customer Personal Data shared annually.,Please provide an estimate of the total volume of Personal Data that will be shared annually.,,"{""key"":0,""type"":""OR"",""items"":[{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion10"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Both""}},{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion10"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Personal Data""}}]}",
New Service or Third Party Onboarding,Task,Main Assessment (Banking),7 Days,Requestor,,"{""comparisons"":[{""key"":0,""type"":""AND"",""items"":[{""key"":0,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""54dd642e-7756-4cef-a6e3-be62d1b1c66c"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}},{""key"":1,""type"":""SINGLE"",""operator"":""NOT_EQUAL"",""primaryField"":{""type"":""DYNAMIC_OPTION_VARIABLE"",""value"":""newPurchaseRequestV02-Legal, Security & Technology information-question-6"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""questionType"":""dynamic-option""},""secondaryField"":{""id"":""363f15e8-ad0e-4be1-a85b-8dc9dce61039"",""source"":""91140b22-a9ac-4098-86a7-3c07c6250721"",""type"":""CORE_DATA_VALUE""}}]}],""action"":""copy"",""sourceIds"":[""group-0-0""]}",Main Assessment (Banking) V3.1,InfoSec and Privacy,,,Radio group,mainAssessmentBankingQuestion14,Please select the volume of other types of non-public data shared annually.,Please provide an estimate of the total volume of non-public data that will be shared annually.For example Wise documents contacts or source code would be considered as non-public Wise data.,,"{""key"":0,""type"":""OR"",""items"":[{""key"":1,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion10"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Other types of non-public Wise data""}},{""key"":2,""type"":""SINGLE"",""operator"":""EQUAL"",""primaryField"":{""type"":""VARIABLE"",""value"":""mainAssessmentBankingQuestion10"",""questionType"":""radioGroup""},""secondaryField"":{""type"":""VARIABLE"",""value"":""Both""}}]}",
